solution_id,model_type,model_type_int,regularization,learning_rate,n_estimators,max_depth,class_weight_ratio,threshold,balanced_accuracy,dp_violation,model_complexity,demographic_parity,obj1_min,obj2_min,obj3_min
109,RandomForest,1,9.9460286686589,0.2997164821682619,65,4,1.0421360214585258,0.6576571583025412,0.5853978972223323,0.12378849220954484,0.3655128205128205,0.8762115077904552,0.41460210277766774,0.12378849220954484,0.3655128205128205
110,RandomForest,1,6.100685619303143,0.2214064450284563,57,3,1.1159024411577332,0.6514529910687437,0.549740302278789,0.07091154459575512,0.33236752136752135,0.9290884554042449,0.450259697721211,0.07091154459575512,0.33236752136752135
111,XGBoost,2,5.263962812781974,0.07563679034050043,109,7,1.5157357714299629,0.6043586845424335,0.6590365088563581,0.24144276775855722,0.5502730437790031,0.7585572322414428,0.3409634911436419,0.24144276775855722,0.5502730437790031
112,RandomForest,1,0.6401550094948867,0.26742586124256085,60,4,1.0278775095269297,0.6462147772438597,0.5907628238122834,0.1334805545331861,0.3616239316239316,0.8665194454668139,0.4092371761877166,0.1334805545331861,0.3616239316239316
113,LogisticRegression,0,8.107839872120957,0.2939244832171503,58,2,1.0013181571064296,0.6888734887626032,0.5867368792360603,0.09925162556741504,0.05189411282260564,0.9007483744325849,0.4132631207639397,0.09925162556741504,0.05189411282260564
114,XGBoost,2,9.918030516244059,0.2730096306672046,302,5,1.391713167014523,0.5995180586869239,0.6345550944306266,0.18145012881854988,0.47752932471063053,0.8185498711814501,0.36544490556937337,0.18145012881854988,0.47752932471063053
115,XGBoost,2,9.918030516244059,0.2631873754515485,302,5,1.391713167014523,0.5936311121551803,0.6372384575791061,0.19629493313703839,0.4841884807890414,0.8037050668629616,0.36276154242089387,0.19629493313703839,0.4841884807890414
116,XGBoost,2,8.3902293076278,0.2998775321794238,50,4,1.4767285733175881,0.6947441071960209,0.6404941275560339,0.1672187461661146,0.29623687518474523,0.8327812538338855,0.35950587244396615,0.1672187461661146,0.29623687518474523
117,XGBoost,2,5.718656860473899,0.2979841252030794,293,3,1.046674099549476,0.6642149864723725,0.6182515486478801,0.14501288185498715,0.4094436178544964,0.8549871181450128,0.3817484513521199,0.14501288185498715,0.4094436178544964
118,LogisticRegression,0,0.6192510452887094,0.28202121752432974,108,8,1.248848362693714,0.6671123958669405,0.630216000835064,0.15777205250889464,0.06565410896131216,0.8422279474911054,0.369783999164936,0.15777205250889464,0.06565410896131216
119,LogisticRegression,0,9.900178417732317,0.2973814512219871,394,2,1.0170332107124105,0.6998660885389497,0.5805890800977601,0.09434425223898908,0.051567129934538145,0.9056557477610109,0.4194109199022399,0.09434425223898908,0.051567129934538145
120,RandomForest,1,8.861688992983654,0.29428590021267614,263,2,1.1147068938805407,0.6646208077194552,0.5274977233706353,0.029076186970923817,0.4656666666666667,0.9709238130290762,0.4725022766293647,0.029076186970923817,0.4656666666666667
121,RandomForest,1,5.718656860473899,0.2979841252030794,293,2,1.114448968839113,0.6642091116159149,0.528503759587939,0.026745184639921486,0.489,0.9732548153600785,0.47149624041206095,0.026745184639921486,0.489
