solution_id,model_type,model_type_int,regularization,learning_rate,n_estimators,max_depth,class_weight_ratio,threshold,balanced_accuracy,dp_violation,model_complexity,demographic_parity,obj1_min,obj2_min,obj3_min
122,RandomForest,1,9.972969902474732,0.2665188435380889,74,2,1.2908921185170588,0.6938891493063786,0.5289500869258484,0.027726659305606673,0.31866666666666665,0.9722733406943933,0.47104991307415156,0.027726659305606673,0.31866666666666665
123,XGBoost,2,8.017519484025899,0.29980646270044453,62,2,2.4135990200238053,0.6990602406519445,0.6708839800880417,0.26168568273831433,0.2567978783951788,0.7383143172616857,0.32911601991195827,0.26168568273831433,0.2567978783951788
124,RandomForest,1,9.987485317477532,0.297682293904108,51,4,1.0272079638540794,0.6576571583025412,0.5836089884566793,0.11912648754754018,0.3546239316239316,0.8808735124524598,0.4163910115433207,0.11912648754754018,0.3546239316239316
125,LogisticRegression,0,0.677182860862338,0.2914065372478233,292,2,1.5156028409207414,0.6529412947880189,0.6514471444048908,0.19690835480309163,0.06477013181397874,0.8030916451969083,0.3485528555951092,0.19690835480309163,0.06477013181397874
126,XGBoost,2,7.068882998496674,0.2774293128765089,288,4,1.5233031500390706,0.6995709549868224,0.6217105855166778,0.1693043798306956,0.4436782291377573,0.8306956201693044,0.3782894144833222,0.1693043798306956,0.4436782291377573
127,XGBoost,2,9.988401669318316,0.2663697672349257,276,4,1.2287037881960958,0.6629495983111187,0.6290893842482443,0.1707765918292234,0.44450955951623167,0.8292234081707766,0.37091061575175566,0.1707765918292234,0.44450955951623167
128,XGBoost,2,5.899375711443059,0.299176704583227,65,3,1.7414414539021574,0.6973840068344402,0.6561389805739626,0.20242914979757085,0.2819684227945093,0.7975708502024291,0.3438610194260374,0.20242914979757085,0.2819684227945093
129,XGBoost,2,8.023803164996975,0.29980646270044453,53,3,2.5340491439602544,0.6781377229089856,0.665067327039158,0.28524107471475896,0.27487480147210186,0.7147589252852411,0.33493267296084195,0.28524107471475896,0.27487480147210186
130,RandomForest,1,9.188811041626106,0.2859206699806674,54,2,1.0032465270363087,0.6957157175685782,0.5130784708249497,0.02073365231259968,0.3031111111111111,0.9792663476874003,0.48692152917505027,0.02073365231259968,0.3031111111111111
131,XGBoost,2,8.017519484025899,0.284312118088752,62,2,2.4135990200238053,0.6990602406519445,0.6679774532706075,0.2561648877438351,0.2673025188098856,0.7438351122561648,0.33202254672939246,0.2561648877438351,0.2673025188098856
132,XGBoost,2,7.879992941543004,0.2996782885305072,107,7,2.3905436004052554,0.6921230358106644,0.632316258913049,0.20255183413078154,0.3972693915221246,0.7974481658692185,0.367683741086951,0.20255183413078154,0.3972693915221246
133,XGBoost,2,5.883513672482513,0.295318225851126,54,3,1.0099598502241118,0.6381132665135705,0.6313300194728299,0.15396883817936446,0.27847322946787345,0.8460311618206355,0.36866998052717015,0.15396883817936446,0.27847322946787345
134,LogisticRegression,0,1.526589899924507,0.27739789426245376,363,2,2.4196912799137675,0.36074297406525585,0.530861375768025,0.08097165991902833,0.05820537482790699,0.9190283400809717,0.46913862423197505,0.08097165991902833,0.05820537482790699
135,LogisticRegression,0,9.999999999977785,0.2593845650031221,379,2,1.2377150834035011,0.6576327048196322,0.632339655104149,0.1602257391731076,0.051552208841385956,0.8397742608268924,0.367660344895851,0.1602257391731076,0.051552208841385956
136,RandomForest,1,1.146431703390872,0.05427172377324406,63,2,1.2039555120128127,0.6977904678533227,0.5264916871533314,0.027481290639185377,0.3101111111111111,0.9725187093608146,0.4735083128466686,0.027481290639185377,0.3101111111111111
137,XGBoost,2,5.899375711443059,0.299176704583227,65,3,1.7414414539021574,0.6020207341281899,0.6678640717291224,0.26045883940620784,0.2819684227945093,0.7395411605937922,0.33213592827087757,0.26045883940620784,0.2819684227945093
138,LogisticRegression,0,9.999999999977785,0.2600693497881612,405,2,1.4557963196702772,0.6577510458354539,0.6513391619844289,0.1669733774996933,0.051552208841385956,0.8330266225003067,0.34866083801557113,0.1669733774996933,0.051552208841385956
139,RandomForest,1,2.088467053635202,0.271962422290217,54,2,1.0242073582420845,0.6856968222482059,0.5182202337459462,0.03189792663476874,0.3031111111111111,0.9681020733652312,0.48177976625405383,0.03189792663476874,0.3031111111111111
140,XGBoost,2,5.263962812781974,0.28859554531517856,109,7,1.4823198644512465,0.6256373364133858,0.621811369109109,0.1938412464728254,0.4058942268470179,0.8061587535271746,0.37818863089089105,0.1938412464728254,0.4058942268470179
141,XGBoost,2,6.599340020800961,0.28609409990638,101,5,1.4459241965928622,0.6052201147349965,0.6561317817459318,0.22843822843822847,0.356991831441133,0.7715617715617715,0.3438682182540682,0.22843822843822847,0.356991831441133
142,LogisticRegression,0,9.750327232440211,0.2746837303480666,99,2,1.5649158149289055,0.6939603013224113,0.6458644532670081,0.17016317016317017,0.05159007621295707,0.8298368298368298,0.35413554673299186,0.17016317016317017,0.05159007621295707
143,XGBoost,2,7.99834932244004,0.2948201794897161,52,2,2.554971788987974,0.6979026676546692,0.6674159446842054,0.2865906023800761,0.25462285382994765,0.7134093976199238,0.3325840553157946,0.2865906023800761,0.25462285382994765
144,LogisticRegression,0,0.40478308963522347,0.2747360884743557,93,2,2.6358556755645792,0.6997470161229381,0.6429327305514663,0.2537112010796221,0.07026428910867127,0.7462887989203779,0.35706726944853373,0.2537112010796221,0.07026428910867127
145,LogisticRegression,0,9.984166022755081,0.287252736749379,64,3,1.1327853890218471,0.6576571583025412,0.6284288917764188,0.16525579683474417,0.05155455666299555,0.8347442031652559,0.3715711082235812,0.16525579683474417,0.05155455666299555
146,XGBoost,2,8.03406574334402,0.29353164343079147,60,2,2.457506485870931,0.6990602406519445,0.6685353624429943,0.2681879523984787,0.2599408820431545,0.7318120476015213,0.3314646375570057,0.2681879523984787,0.2599408820431545
147,XGBoost,2,8.92237976738009,0.2850712204231234,58,2,1.0922277697130938,0.6385957179268181,0.6403843454285643,0.17224880382775118,0.2645656509372421,0.8277511961722488,0.35961565457143574,0.17224880382775118,0.2645656509372421
148,XGBoost,2,8.648561001688261,0.29978119013432736,96,4,1.5665469551196036,0.6628570244974066,0.6502125453976093,0.21531100478468898,0.32185774738104417,0.784688995215311,0.3497874546023907,0.21531100478468898,0.32185774738104417
149,XGBoost,2,1.2070219993735596,0.29365475094195165,83,2,1.2355141559596725,0.6726439867399964,0.6451913628461287,0.15814010550852658,0.2726351971015017,0.8418598944914735,0.35480863715387134,0.15814010550852658,0.2726351971015017
150,XGBoost,2,6.9662527098179545,0.28609409990638,107,5,1.017305295621199,0.6489151667813522,0.6224988571860501,0.15777205250889462,0.3603251647744664,0.8422279474911054,0.37750114281394986,0.15777205250889462,0.3603251647744664
